TURN_NAME,TEXT
Ses05M_impro03_M000,Guess what?
Ses05M_impro03_F000,what?
Ses05M_impro03_M001,"I did it, I asked her to marry me."
Ses05M_impro03_F001,What? you did?
Ses05M_impro03_M002,"Yes, I did it."
Ses05M_impro03_F002,When?
Ses05M_impro03_M003,"Oh my god, it was just last weekend."
Ses05M_impro03_F003,"Oh, what, how- where how did you do it?"
Ses05M_impro03_M004,"She--,well, she said yes, first of all, let me say that right off the bat. Well, I would like to assume, too.  But you never know these things, right?"
Ses05M_impro03_F004,Okay good. I I assumed.
Ses05M_impro03_M005,"Um-, but no- It was It was great.  It was really great.  I think she was really surprised and she was really happy. um-"
Ses05M_impro03_F005,oh-
Ses05M_impro03_M006,"I did it up at Yosemite.  We went camping right like we usually do.  You know we go camping up there all the time.  But, um- the waterfalls had died down a little bit, you know. And so uh- we-I had her climb up."
Ses05M_impro03_M007,"You know- we did some- you know some rock climbing up the waterfalls and went up to this little pool that was up there.  And then, I- it's great. Um- You have to climb this little rock-"
Ses05M_impro03_F006,uh-huh
Ses05M_impro03_M008,"and you can climb it and it's covered in algae you know. So, I wanted her to climb it to go take a picture, like, back in this little waterfall area, and she got back there and she took her picture. And then, I had her come back.  And I was going to do the same thing."
Ses05M_impro03_M009,"Well, instead I climb up on the rock and like I- I didn't do it -- well, I did it on purpose. I made it look like I accidentally did it.  I slipped down into this pool of water, right?  And she freaks out because I slide all the way down this rock.  And um-"
Ses05M_impro03_FXX0,uh-huh
Ses05M_impro03_M010,"And I pop up out of the water -- and I had planned it already, you know? I pop up out of the water and I [BREATHING] and I like, grab her hand, you know.  and that In my hand, I've got the ring."
Ses05M_impro03_M011,"And she's like- she feels it you know and she doesn't know what it is.  And she you know helps me get out and I won't let go of her hand.  And she's like, what are you doing?  I and said, You saved my life, now will you marry me?"
Ses05M_impro03_F007,"Oh, my God.  That's so dramatic."
Ses05M_impro03_M012,Wasn't that great? I didn't want it to be too hokey.but- but- She liked it.She liked it.
Ses05M_impro03_F008,so cute.
Ses05M_impro03_F009,"No, it's totally original, though."
Ses05M_impro03_F010,oh.
Ses05M_impro03_M013,"Yeah.  And she said yes.  And she cried, of course."
Ses05M_impro03_F011,"Oh, Then you had a whole weekend of camping?"
Ses05M_impro03_M014,"Yes.  We did that in the beginning, exactly.  So we had, so we just had, you know, good times the rest of the weekend, yeah."
Ses05M_impro03_F012,"Oh, right. sure [LAUGHTER]"
Ses05M_impro03_M015,It was a lot of fun- It was a lot of fun.  She's great.  And I'm so happy.
Ses05M_impro03_F013,So where are you going to have your wedding?
Ses05M_impro03_M016,"We're going to do it back in the Midwest where her family all is.  They're all out there. you know so, Um  And so, just gonna have a small, small wedding. But, um- you know, of course, you're going to come, right?"
Ses05M_impro03_F014,Yeah. of course.
Ses05M_impro03_M017,Okay good. And uh- I want you to be in it actually.
Ses05M_impro03_F015,Okay Okay.
Ses05M_impro03_M018,"Um- And she wants you to be in it, too.  She loves you so much. She thinks you're the sweetest.  Of course, you are.  You're You're my best friend so-"
Ses05M_impro03_FXX0,Awe.
Ses05M_impro03_F016,Where is she right now?
Ses05M_impro03_M019,"oh, She's back at work. yeah."
Ses05M_impro03_F017,"Yeah,I'll hang out with the both of you."
Ses05M_impro03_M020,Of course.  We'll go out to dinner later this week.
Ses05M_impro03_F018,yes.
Ses05M_impro03_M021,It will be perfect.
Ses05M_impro03_F019,Oh I'm so excited for you.
Ses05M_impro03_M022,"Yes, me too. Oh I am so in love."
Ses05M_impro03_F020,oh.
Ses05M_impro03_M023,She's the one.
Ses05M_impro03_F021,"Oh, my gosh.  You told your parents already? and everything"
Ses05M_impro03_M024,Of course.  I told them right away.  We called them all right them.
Ses05M_impro03_F022,Are they so excited?
Ses05M_impro03_M025,"Oh, yeah.  My mom's freaking out. Oh yeah, She's so happy. this is you know  It's her dream come true.  She always wanted her little boy -- she wants kids, you know."
Ses05M_impro03_M026,She wants grandkids. So we'll be working on that right away.
Ses05M_impro03_FXX1,right right.
Ses05M_impro03_F023,Are you guys gonna have kids?
Ses05M_impro03_M027,"Of course, we're gonna have kids, like three at least."
Ses05M_impro03_F024,Yeah?
Ses05M_impro03_F025,"Whoa, right away?."
Ses05M_impro03_M028,"She wants like eight- She wants like eight kids and I'm like, no, no, no, no, no.  I am like what Let's do maybe three and we'll go with that."
Ses05M_impro03_F026,Are you going to start right away?
Ses05M_impro03_M029,"Well, we're going to take a little bit of time, you know, we need to get acclimated and you know start our lives, make money, you know be comfortable."
Ses05M_impro03_F027,"Yeah, have you ever like lived with someone else before?"
Ses05M_impro03_M030,"Oh, yeah, yeah, yeah, yeah I mean, actually we lived together awhile back when we -- Yeah, back in college for a little while. yeah."
Ses05M_impro03_F028,"Oh, did you?  I didn't know that."
Ses05M_impro03_F029,oh.
Ses05M_impro03_M031,But that- so we are really used to each other. We took the time apart and now we're going to get back together.  We're going to move in soon.
Ses05M_impro03_F030,Oooh
Ses05M_impro03_M032,it's great. I'm a lucky man.
Ses05M_impro03_F031,"That's incredible yeah ,Congratulations."
Ses05M_impro03_M033,Thank you.
