TURN_NAME,TEXT
Ses05M_script02_2_M000,"Well, so, what do you think?"
Ses05M_script02_2_F000,About what?
Ses05M_script02_2_M001,What I was just saying.
Ses05M_script02_2_F001,It's ridiculous.
Ses05M_script02_2_M002,It certainly is not.  It's slightly exaggerated scientific fact.
Ses05M_script02_2_F002,It's P.R. somebody sold you a bill of goods that this magical thing would be happening on the beach.
Ses05M_script02_2_M003,"I'm not the only one, look at all these people."
Ses05M_script02_2_F003,"Sure.  Everybody is told the same thing, it keeps us all excited.  It keeps us all coming back for more.  It keeps us thinking that life is gonna start now any minute if we can just find the right spot and get in on the action."
Ses05M_script02_2_M004,Are we talking about the same thing?
Ses05M_script02_2_F004,"I'm sorry.  It's just, it's it's just fish to me."
Ses05M_script02_2_M005,"uh, Carla Can I ask you a question?  no, don't get upset, but are you having your period?"
Ses05M_script02_2_F005,"God damn it, Augie.  Seriously, you always ask me that.  Why do you ask me that?  I hate it.  It's so insulting."
Ses05M_script02_2_M006,What's bugging you then?
Ses05M_script02_2_F006,I just - We just have different ideas of what this night is suppose to look like.
Ses05M_script02_2_M007,"It's not that complicated.  We come down here, the grunions arrive, they do their little fish thing.  We say ooh, awe, look at the little fish.  And then they go home and we go home."
Ses05M_script02_2_F007,"For God's sake, Augie.  It's- Grow up, we're not going to see the grunion."
Ses05M_script02_2_M008,Why not?
Ses05M_script02_2_F008,We We don't ever.  Have we ever?
Ses05M_script02_2_M009,We've missed them twice.  That's hardly ever.
Ses05M_script02_2_F009,"Twice is every time we've tried, that's ever"
Ses05M_script02_2_M010,"Well, we'll see them this year."
Ses05M_script02_2_F010,"No, we won't.  It's like waiting up for Santa Clause or something.  I feel like as though my whole life is going to be standing on the beach waiting with my eyes opened expectantly, my hands clasped neatly in front of me, waiting for fish to show up.  And the fish will not show up."
Ses05M_script02_2_M011,"Okey, They're just fish.  It's nothing to get traumatized over."
Ses05M_script02_2_F011,You don't understand anything I am saying.
Ses05M_script02_2_M012,"No, of course not."
Ses05M_script02_2_F012,I did want to see it.  I always want to see it.  I just- I keep thinking this will be the time and it never is.
Ses05M_script02_2_M013,"I'm trying to work this backwards.  But I can't seem to pinpoint the time where everything went wrong here.  Okay, so --"
Ses05M_script02_2_M014,"you were fine on the phone call with Marge, eating dinner was fine,talking- uh washing the dishes, no problem.  All right.  So, I'm taking a shower, you're watching TV, the news and you say the grunions are running tonight and I say, Great, let's go.  I'm feeling lucky.  And so, all right, and I'm putting on my coat, I'm putting out the animals, I'm pulling the car out of the garage."
Ses05M_script02_2_F013,Do you remember the first time that we came to see the grunion?  It was about four years ago right after we got married.  We thought I was pregnant.  We had a bottle of champagne and no glasses.  You asked me to dance.  We took off our shoes.  And while we were dancing you said the most intimate things to me right in my ear so I could feel them as much as hear them.
Ses05M_script02_2_F014,"And I remember thinking to myself, finally.  I am as happy as I am supposed to be."
