TURN_NAME,TEXT
Ses05F_script03_2_M000,"As a matter of fact, the real cause of that row was Peter Burden."
Ses05F_script03_2_F000,You knew there was nothing in that.
Ses05F_script03_2_M001,I knew nothing of the sort.  You accepted presents from him.
Ses05F_script03_2_F001,Only a trivial little broach.
Ses05F_script03_2_M002,"I remember it well, covered in diamonds in the worst possible taste."
Ses05F_script03_2_F002,"No, not at all.  I-I still have it.  I wear it quite often."
Ses05F_script03_2_M003,You went out of your way to torture me over Peter Burden.
Ses05F_script03_2_F003,You worked the whole thing up in your jealous imagination.
Ses05F_script03_2_M004,"You must admit that he was in love with you, wasn't he?"
Ses05F_script03_2_F004,"maybe just a little, but--"
Ses05F_script03_2_M005,You let him kiss you.  You said you did.
Ses05F_script03_2_F005,And what of it?
Ses05F_script03_2_M006,What of it?
Ses05F_script03_2_F006,"Well, I- he got a lot of pleasure out of it and it didn't hurt me."
Ses05F_script03_2_M007,What about me?
Ses05F_script03_2_F007,"Well, if you hadn't been so nosey and suspicious, you never would have heard about it."
Ses05F_script03_2_M008,"Well, that's a nice point of view I must say."
Ses05F_script03_2_F008,I'm growing quite tired and bored of this conversation.
Ses05F_script03_2_M009,"So am I, bored stiff.  Would you like some brandy?"
Ses05F_script03_2_F009,No.
Ses05F_script03_2_M010,I'll have a little I think.
Ses05F_script03_2_F010,I don't see why you want any.  You've already had three glasses.
Ses05F_script03_2_M011,"No particular reason, besides, they were very small ones."
Ses05F_script03_2_F011,"Well, it seems silly to go on and on in such a thing."
Ses05F_script03_2_M012,You can hardly call three liqueur glasses of brandy in a whole evening going on and on.
Ses05F_script03_2_F012,It's becoming a habit with you.
Ses05F_script03_2_M013,You needn't be so grand simply because you don't happen to want any at the moment.
Ses05F_script03_2_F013,Don't be so stupid.
Ses05F_script03_2_M014,"Really, Amanda."
Ses05F_script03_2_M015,"Going out somewhere, dear?"
Ses05F_script03_2_F014,Just making myself fascinating for you.
Ses05F_script03_2_M016,"Oh, that reply has broken my heart."
Ses05F_script03_2_F015,It's the woman's job to allure the man.  Why don't you watch me for a moment?
Ses05F_script03_2_M017,"As a matter of fact, that is perfectly true."
Ses05F_script03_2_F016,"No, it's not."
Ses05F_script03_2_M018,"Oh, yes it is."
Ses05F_script03_2_F017,"Oh, Do shut up."
