TURN_NAME,TEXT
Ses05M_impro02_F000,What is it?
Ses05M_impro02_M000,"Sweetheart, I've got to tell you something.  I just got a call.  I'm going to Iraq."
Ses05M_impro02_F001,What?
Ses05M_impro02_M001,"I know it's really crappy timing, but I don't have a choice."
Ses05M_impro02_F002,"What?  No, you can't!"
Ses05M_impro02_M002,I know. I have to go-
Ses05M_impro02_F003,You didn't- Did you tell them you have two young children at home?
Ses05M_impro02_M003,"You think they'd listen to me?  No.  Of course, I told them that."
Ses05M_impro02_F004,And they didn't care?
Ses05M_impro02_M004,No.
Ses05M_impro02_M005,I don't know what to do.  I'm - Sorry
Ses05M_impro02_F005,They can't do that to you.
Ses05M_impro02_M006,I know.
Ses05M_impro02_M007,"I don't have a choice.  I have to go.  If I don't go, they'll come and take me."
Ses05M_impro02_F006,"No, we have- There's got to be something you can do.  You can't go."
Ses05M_impro02_M008,I've tried everything.  I've called everyone I know.  I've tried everything. No one can do anything for me or they won't do anything for me.
Ses05M_impro02_F007,How long do you have to go for?
Ses05M_impro02_M009,At least a year.
Ses05M_impro02_F008,What?
Ses05M_impro02_M010,I know.
Ses05M_impro02_M011,I don't want to -- the kids.  You've got to take care of them.  You've got- you've got to-
Ses05M_impro02_M012,"tell them about me and show them pictures of me and everything like that, because they are not going to see me for such a long time.  And it's such an important time and I just don't want to miss it."
Ses05M_impro02_F009,There's got to be something we can do.  You can't just go.
Ses05M_impro02_MXX0,I don't know what to-
Ses05M_impro02_M013,I don't have -- I know.  What are we gonna- What are we- just run away?  What can I do?  Where can we go?
Ses05M_impro02_F010,Why don't we do that- Can we- Can we just leave the country?
Ses05M_impro02_M014,Where are we gonna go?
Ses05M_impro02_M015,Where are we gonna go?
Ses05M_impro02_F011,I don't know.
Ses05M_impro02_M016,They'll find me anyway.  You know they will.
Ses05M_impro02_F012,What would be the worst that would happen if they found you somewhere else?
Ses05M_impro02_M017,"They'd put me in jail and then how long- when will I get to see the kids?  What, ten years?  I don't know."
Ses05M_impro02_F013,"Well, they're so young."
Ses05M_impro02_M018,I know.  But I'll-I'll send the pictures all the time and I'll write them emails and you can read them the emails that I send them.
Ses05M_impro02_F014,Where are you gonna be stationed?  What are you gonna be doing?
Ses05M_impro02_M019,"I'm gonna be in Bagdad, just doing security."
Ses05M_impro02_F015,"Are you gonna be like in tanks running around?  What- I mean, what does that mean?"
Ses05M_impro02_M020,"Yeah, it's gonna be everything.  I'm gonna be in the front.  I'll be -- it's not gonna be safe."
Ses05M_impro02_F016,"Oh, my God."
Ses05M_impro02_M021,I just want to be honest with you.  I don't want you to .
Ses05M_impro02_M022,"but, it's gonna be fine.  I'm gonna be fine.  You know I'm good at this.  I can do this.  That's why I trained all this time.  I'm good at this.  Okay?"
Ses05M_impro02_F017,But so many people have died.
Ses05M_impro02_M023,"I know.  I know.  I know.  But, you know what?  That doesn't mean it's gonna be me; does it?"
Ses05M_impro02_F018,"I know.  I know.  I know I know. You're good You're good at what you do, but there's just so much chance involved."
Ses05M_impro02_M024,No.  It doesn't.  And you can't think like that.
Ses05M_impro02_F019,"I mean, I-I know that you're a good soldier, but not everybody else is. and what if"
Ses05M_impro02_M025,I don't want you to -- I know.  I know. You can't worry about me.  You've got to worry about the kids.  And you've got to take care of the kids for me.  Okay?  Take care of the kids for me; all right?
Ses05M_impro02_M026,"And you know my mom's here.  She'll come over and she'll be with you all the time, whenever you need her."
Ses05M_impro02_F020,It's just so much.
Ses05M_impro02_M027,"I'll miss you, baby."
Ses05M_impro02_F021,[GARBAGE] You have to write me everyday.
Ses05M_impro02_M028,"All- I'll write you everyday, all the time.  And I'll send you pictures and you send me pictures. I know We've got email out there.  We've got email and I can see stuff and you can send me stuff all the time.  Okay?"
Ses05M_impro02_F022,"Can I send you, like videos and stuff? What about when they start walking."
Ses05M_impro02_M029,yeah yeah yeah.
Ses05M_impro02_M030,You you record every second.  You record every second because I want to see it all.  Okay?
Ses05M_impro02_M031,"If I don't get to see it now, I get to see it later at least, you know?  You've got to keep it all for me; all right?"
Ses05M_impro02_F023,okay.
Ses05M_impro02_M032,I love you.  Okay?
Ses05M_impro02_F024,[GARBAGE]
