TURN_NAME,TEXT
Ses05M_impro07_M000,Guess what?
Ses05M_impro07_F000,What?
Ses05M_impro07_M001,I got it.  I got accepted to U.S.C..
Ses05M_impro07_F001,"Oh, for real?"
Ses05M_impro07_M002,Yes! I just found out today.  I just got the letter.
Ses05M_impro07_F002,That's awesome!
Ses05M_impro07_F003,"oh,I'm so glad."
Ses05M_impro07_M003,I know. I know.  I'm so excited.
Ses05M_impro07_F004,What are you gonna study?
Ses05M_impro07_M004,"oh, Theater. yeah, yeah."
Ses05M_impro07_F005,Really? Are you doing the M.F.A. program?
Ses05M_impro07_M005,yes.
Ses05M_impro07_F006,"Oh, my gosh."
Ses05M_impro07_M006,oh-
Ses05M_impro07_F007,I heard it's so tough to get into.
Ses05M_impro07_M007,It's exactly what I wanted.
Ses05M_impro07_M008,"Oh, of course.  No.  I didn't know it was that tough.  I'm just happy that I made it."
Ses05M_impro07_F008,That's awesome.
Ses05M_impro07_M009,"I worked really hard, I'll say, I worked really hard. You know, I I'm not bragging or anything like that. But-"
Ses05M_impro07_F009,"Yeah, that's awesome."
Ses05M_impro07_F010,No.
Ses05M_impro07_M010,"No, No, I'm really looking forward to it.  You know how long -- I have been talking about this forever, right? right?"
Ses05M_impro07_F011,"Uh huh.  Yes, seriously, for years."
Ses05M_impro07_M011,"Finally.  I'm so excited.  We're gonna -- well, I'll be here.  We're still gonna be able to see each other."
Ses05M_impro07_F012,I know.  I know.  I'm- I'm definitely -- I realize [LAUGHTER].
Ses05M_impro07_M012,"We're gonna hang out, right?"
Ses05M_impro07_M013,"What are you, wait, what are you doing?"
Ses05M_impro07_F013,"Um- I'm gonna be studying at U.S.C., too."
Ses05M_impro07_M014,"Perfect!  Oh, my God.  Are you staying, are you going to live on campus?"
Ses05M_impro07_F014,"Not on campus, but um- I probably won't live too far.  Maybe, I don't know, I might go to Silver Lake or something."
Ses05M_impro07_M015,We are gonna party all the time.
Ses05M_impro07_F015,Yeah.  Totally- Well where are you going to live?
Ses05M_impro07_M016,We are gonna have a great time.
Ses05M_impro07_M017,"[garbage] I'm going to live on campus.  I mean, well, around campus, anyway.  Yeah, housing around campus."
Ses05M_impro07_F016,Oh yeah.
Ses05M_impro07_F017,Good tradeoff
Ses05M_impro07_M018,"I just want to be really close to things, you know.  I know it's not exactly the best neighborhood in the entire world. But uh-"
Ses05M_impro07_F018,I don't- I don't think it's that bad.
