TURN_NAME,TEXT
Ses05F_impro02_F000,"baby, I need you to sit down."
Ses05F_impro02_M000,What is it?
Ses05F_impro02_F001,um.
Ses05F_impro02_M001,You can say it.
Ses05F_impro02_F002,I'm sorry.  It's just a lot ahh to explain. ahh I got a call--
Ses05F_impro02_M002,Are you all right?
Ses05F_impro02_F003,"Yeah, um everything's fine so far. um"
Ses05F_impro02_F004,"I got a call today,"
Ses05F_impro02_FXX0,And um--
Ses05F_impro02_M003,okay.
Ses05F_impro02_F005,I'm going to need to go overseas for a while.
Ses05F_impro02_M004,You got called up.
Ses05F_impro02_F006,Iraq.
Ses05F_impro02_M005,I thought you said this wasn't going to happen for at least a year.
Ses05F_impro02_F007,"I'm sorry.  I thought so. ""sigh"""
Ses05F_impro02_M006,What am I going to do?
Ses05F_impro02_F008,"I don't know ""sigh""."
Ses05F_impro02_M007,I can't do this by myself. I I don't know how to do this.  You know how to do this.
Ses05F_impro02_M008,The kids-
Ses05F_impro02_F009,I know.  I know.
Ses05F_impro02_M009,Nobody's even here.  Your parents live on the other side of the country.
Ses05F_impro02_F010,"I know.  Well, we'll have to figure all that out.  I mean, I think the Army's going to provide childcare and help us out with that. um."
Ses05F_impro02_M010,Where do you have to go?  Where are you going?
Ses05F_impro02_F011,Iraq.
Ses05F_impro02_M011,What are you going to do there?  Is it going to be dangerous?  What are you-?
Ses05F_impro02_F012,I think infantry.  I'm not sure.
Ses05F_impro02_M012,It's--
Ses05F_impro02_M013,Can we do something else?  Can you tell them that you just had two kids?
Ses05F_impro02_F013,"It's going to be at least six months, probably a year. I tried."
Ses05F_impro02_M014,I don't understand why they would just do something like this?
Ses05F_impro02_F014,"I know, I know.  It's really, really messed up."
Ses05F_impro02_M015,It doesn't make any sense.  It's stupid.  I told you you shouldn't go in the Army.
Ses05F_impro02_F015,"Believe me, if I had a choice, I wouldn't have chosen this."
Ses05F_impro02_M016,I don't know I don't know what I'm going to do.  I don't know how to-
Ses05F_impro02_F016,"You don't know how to what?  You'll be fine. I mean, you're a great parent. I know."
Ses05F_impro02_M017,"They're six months old. Six months old, they're tiny."
Ses05F_impro02_M018,I can't do this.  I've never done this before.  I don't know anything about this.
Ses05F_impro02_F017,"Well, maybe you should move in with my mom and she can help."
Ses05F_impro02_M019,"Your Your mom, you want me to move in with your mom?"
Ses05F_impro02_F018,"I don't know, I'm just--I'm trying to think of something."
Ses05F_impro02_M020,She doesn't even like me.  She's never liked me. No.
Ses05F_impro02_F019,"She likes you. Of course, she likes you."
Ses05F_impro02_MXX0,
Ses05F_impro02_M021,She likes you.  She likes the kids.
Ses05F_impro02_M022,"I no I can't- ""sigh"""
Ses05F_impro02_F020,You can't what?
Ses05F_impro02_M023,I can't let you go.  I can't let you go.  I'll call them.  I'll say something.  I'll do anything.  I'll tell them something different.
Ses05F_impro02_F021,I don't think there's anything we can do.
Ses05F_impro02_M024,I'll tell them I'm sick and that you can't leave something.
Ses05F_impro02_F022,"Well, we can try it.  Baby, don't beg me.  I mean, if there were anything that I could do, I would do it.  Believe me.  This is not what I want."
Ses05F_impro02_M025,It's not fair.
Ses05F_impro02_F023,I know.  I know it's not fair.
Ses05F_impro02_M026,Why has to be you?  There's all those other people.  Somebody else can go instead.  It's not right.
Ses05F_impro02_F024,"Well, apparently nobody else can go."
Ses05F_impro02_M027,What are you going to do that's any different than anybody else?
Ses05F_impro02_F025,"I don't know.  Baby, why are you asking me this?  It's just as hard for me.  Please, try to understand that."
Ses05F_impro02_M028,"I don't know.  It's not me, so I'm the one who has to stay here.  I'm the one who has to take care of them, and I don't have-I don't have anybody else.  You're all I have."
Ses05F_impro02_F026,"I understand, baby.  I'm sorry. I mean try to understand I'm I'm scared myself."
Ses05F_impro02_M029,I understand.  I'm worried about you.  I don't know what's going to happen to you.
Ses05F_impro02_F027,I know.
Ses05F_impro02_M030,Iraq of all-come on.  People die every day.
Ses05F_impro02_F028,I know.
Ses05F_impro02_M031,I jus-
Ses05F_impro02_F029,We'll figure something out.  We just have to ... we just have to think about this.  Could any of your family help us?
Ses05F_impro02_M032,I don't know.
Ses05F_impro02_F030,Maybe we should call your parents.
Ses05F_impro02_M033,Yeah.  I guess.  I don't know what they're going to say.
Ses05F_impro02_M034,"Yeah, we'll call them.  We'll figure something out.  I'm sorry, I'm sorry, I'm sorry.  You're right."
Ses05F_impro02_F031,I'm going to miss their first words.
Ses05F_impro02_M035,I know.
Ses05F_impro02_F032,You'll have to send me pictures and letters everyday.
Ses05F_impro02_M036,"All the time, every day, every day.  They have e-mail over there and stuff like that, right? I can send you pictures."
Ses05F_impro02_F033,I don't know. I hope so.
Ses05F_impro02_M037,You have to call me all the time whenever you can.  You have to tell me what you're doing and how you're doing.  Okay?
Ses05F_impro02_F034,"Yeah, as much as I can."
Ses05F_impro02_M038,How long do we have?  When do you leave?
Ses05F_impro02_F035,"""sigh"" Three weeks."
Ses05F_impro02_M039,Three weeks?
Ses05F_impro02_F036,Yeah.
Ses05F_impro02_M040,"I don't Okay.  Okay, we can do this.  We can do this.  It's okay.  We'll make it work."
Ses05F_impro02_F037,Yeah.
Ses05F_impro02_M041,I love you.
Ses05F_impro02_F038,"I love you.  I'm going to miss you so much. ""sigh"""
